i	lep_n	lep_etot	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	jet_DH_n	jet_DH_pt_0	jet_DH_pt_1	jet_DH_pt_2	jet_DH_pt_3	jet_DH_theta_0	jet_DH_theta_1	jet_DH_theta_2	jet_DH_theta_3	jet_DH_phi_0	jet_DH_phi_1	jet_DH_phi_2	jet_DH_phi_3	jet_DH_e_0	jet_DH_e_1	jet_DH_e_2	jet_DH_e_3	jet_KT_R05_n	jet_KT_R05_pt_0	jet_KT_R05_pt_1	jet_KT_R05_pt_2	jet_KT_R05_pt_3	jet_KT_R05_theta_0	jet_KT_R05_theta_1	jet_KT_R05_theta_2	jet_KT_R05_theta_3	jet_KT_R05_phi_0	jet_KT_R05_phi_1	jet_KT_R05_phi_2	jet_KT_R05_phi_3	jet_KT_R05_e_0	jet_KT_R05_e_1	jet_KT_R05_e_2	jet_KT_R05_e_3	jet_KT_R07_n	jet_KT_R07_pt_0	jet_KT_R07_pt_1	jet_KT_R07_pt_2	jet_KT_R07_pt_3	jet_KT_R07_theta_0	jet_KT_R07_theta_1	jet_KT_R07_theta_2	jet_KT_R07_theta_3	jet_KT_R07_phi_0	jet_KT_R07_phi_1	jet_KT_R07_phi_2	jet_KT_R07_phi_3	jet_KT_R07_e_0	jet_KT_R07_e_1	jet_KT_R07_e_2	jet_KT_R07_e_3	
1101	2.0	52.292	28.083	4.281	0	0	0	0.649	0.827	0	0	0	3.073	3.067	0	0	0	46.473	5.82	0	0	0	4.0	20.308	9.472	78.09	189.592	0.897	0.247	0.956	2.883	-2.755	-0.17	2.072	1.276	27.65	42.808	99.34	751.306	4.0	15.016	58.567	15.635	196.941	0.921	0.976	0.946	2.856	2.332	2.029	-2.687	1.283	19.294	71.368	20.195	698.969	4.0	21.901	54.427	20.308	197.066	0.893	0.961	0.897	2.856	2.299	1.998	-2.755	1.284	29.286	66.942	27.65	699.345	
1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	9.125	9.985	9.041	33.599	2.543	2.561	2.62	0.161	-1.421	3.122	0.516	-1.249	17.983	21.398	20.605	222.137	4.0	3.083	3.276	7.36	30.079	2.269	1.042	0.275	0.208	-2.759	3.101	-1.221	-1.165	4.18	4.033	27.086	145.994	4.0	4.635	4.834	5.042	37.43	2.642	2.746	1.064	0.218	0.693	-1.56	2.876	-1.176	9.948	12.781	6.254	173.08	
1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	22.146	36.044	16.732	1.799	2.847	2.886	2.7	0.076	2.694	1.463	-1.126	-1.381	79.408	147.501	41.269	32.61	4.0	5.92	16.029	7.611	26.834	2.979	2.893	2.834	2.727	2.487	2.398	-0.887	1.534	36.644	65.153	25.283	66.647	4.0	7.215	7.611	22.778	27.083	2.47	2.834	2.934	2.729	-1.49	-0.887	2.42	1.528	12.122	25.283	110.754	67.637	
1104	1.0	320.636	40.605	0	0	0	0	3.015	0	0	0	0	0.939	0	0	0	0	320.636	0	0	0	0	4.0	7.925	7.478	56.155	56.309	2.285	2.809	0.352	0.766	-0.992	1.989	-2.961	-1.568	12.014	28.559	168.397	86.039	4.0	7.869	45.178	17.574	36.082	0.523	0.35	0.731	0.837	-2.771	-2.904	-1.52	-1.681	15.855	132.041	26.682	48.909	4.0	5.537	45.925	8.897	55.984	2.162	0.358	0.421	0.807	-1.165	-2.933	-2.502	-1.634	7.215	131.33	22.087	79.452	
1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	54.595	3.548	52.774	4.595	2.092	2.996	1.331	0.141	-1.377	2.52	-0.393	2.568	65.938	29.966	56.384	44.605	4.0	43.873	6.276	5.415	46.113	2.013	1.837	1.177	1.339	-1.361	-1.147	-0.755	-0.36	48.726	6.651	5.976	47.983	4.0	3.828	4.739	50.024	51.154	2.687	0.55	1.993	1.32	-3.083	1.318	-1.335	-0.401	8.832	9.352	55.377	53.959	
1106	1.0	417.233	154.739	0	0	0	0	2.762	0	0	0	0	-0.502	0	0	0	0	417.233	0	0	0	0	4.0	10.86	65.011	108.322	1.814	2.664	2.518	2.546	0.072	1.716	-0.373	-1.456	2.721	26.92	112.978	194.739	40.339	4.0	23.721	32.962	25.125	79.074	2.465	2.483	2.584	2.531	-0.446	-0.3	-1.517	-1.4	38.053	54.005	47.576	138.147	4.0	6.756	33.762	24.778	104.07	2.766	2.481	2.448	2.545	-0.51	-0.284	-0.457	-1.428	18.442	55.332	39.203	185.723	
1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.97	55.997	41.421	6.699	0.239	0.518	0.469	3.024	-2.219	-0.683	1.799	-2.128	28.992	114.715	96.228	73.668	4.0	17.074	14.16	23.135	31.413	0.425	0.491	0.488	0.535	1.955	1.81	-0.532	-0.766	41.556	30.065	49.342	61.892	4.0	17.074	15.616	23.135	31.782	0.425	0.506	0.488	0.533	1.955	1.776	-0.532	-0.784	41.556	32.431	49.342	63.04	
1108	1.0	410.376	199.325	0	0	0	0	0.507	0	0	0	0	-0.034	0	0	0	0	410.376	0	0	0	0	4.0	9.064	70.085	12.254	13.375	0.461	0.455	2.486	2.821	2.159	0.098	-2.857	-0.283	23.548	166.34	22.831	49.612	4.0	4.671	7.034	47.037	11.755	2.622	0.752	0.459	0.48	-2.637	0.467	0.241	-0.069	9.499	10.593	106.253	25.571	4.0	47.037	12.322	7.034	7.227	0.459	0.452	0.752	2.683	0.241	-0.067	0.467	-2.872	106.253	28.434	10.593	16.708	
1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	12.782	8.983	8.896	38.432	2.523	2.465	0.701	0.635	-1.045	1.479	-1.55	2.165	27.332	16.751	18.57	69.752	4.0	4.71	4.752	11.567	19.866	1.14	2.712	0.718	0.634	-1.9	-0.512	2.08	2.366	5.421	11.516	17.687	33.586	4.0	6.016	6.073	14.677	23.051	2.114	1.746	0.783	0.665	1.85	-1.197	2.025	2.432	7.578	7.048	21.346	38.032	
1110	1.0	541.314	211.91	0	0	0	0	2.739	0	0	0	0	-3.126	0	0	0	0	541.314	0	0	0	0	4.0	8.364	16.702	110.574	136.338	2.393	2.583	0.288	0.481	-1.004	2.514	-0.335	0.041	15.996	41.679	395.374	296.953	4.0	20.407	117.063	52.497	54.401	0.393	0.49	0.319	0.289	-0.072	0.041	-0.263	-0.326	53.392	248.821	167.289	190.935	4.0	8.749	52.497	55.309	137.359	2.74	0.319	0.284	0.473	-3.119	-0.263	-0.331	0.025	22.449	167.289	197.399	302.213	
1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	10.08	18.884	71.046	44.776	0.588	0.889	2.99	2.9	-0.927	3.047	-0.405	2.102	20.831	31.269	476.112	192.534	4.0	12.605	17.899	13.769	61.942	2.95	2.913	1.096	3.005	2.203	1.984	-3.044	-0.335	66.086	79.062	15.648	454.776	4.0	14.365	25.055	13.769	61.942	2.947	2.882	1.096	3.005	2.277	1.966	-3.044	-0.335	74.441	98.067	15.648	454.776	
1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	10.292	44.153	6.43	8.409	2.48	2.893	0.618	0.493	-2.989	-1.461	-3.004	0.259	18.961	186.999	13.13	21.546	4.0	2.796	11.757	28.688	4.701	2.517	2.89	2.888	2.639	-0.474	-1.539	-1.661	-2.709	4.855	47.156	114.39	9.853	4.0	3.887	4.354	7.385	41.226	0.696	2.12	2.537	2.89	0.423	-1.163	-2.747	-1.644	6.329	5.6	13.423	165.781	
1113	3.0	731.789	152.07	8.15	6.089	0	0	2.928	1.26	1.217	0	0	1.71	-2.345	-2.458	0	0	716.734	8.561	6.494	0	0	4.0	73.783	53.377	20.545	1.744	0.222	0.255	0.546	3.11	-1.224	-1.843	2.273	-3.099	338.107	218.752	48.197	68.738	4.0	21.52	20.962	12.741	66.357	0.199	0.237	1.312	0.214	-1.614	-1.669	2.35	-1.321	108.926	89.302	13.649	313.122	4.0	13.44	14.043	67.109	42.466	1.036	1.389	0.212	0.216	-2.593	2.345	-1.314	-1.641	17.165	15.22	318.829	198.228	
1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	27.263	169.732	2.727	12.492	1.622	1.523	3.033	0.509	-1.783	-3.001	-2.219	-0.056	28.551	180.957	31.676	29.226	4.0	61.274	59.461	40.533	24.703	1.574	1.582	1.654	1.559	-2.978	-3.024	-2.98	-1.856	61.325	59.494	41.269	24.76	4.0	137.645	27.271	5.14	24.703	1.602	1.49	2.616	1.559	-2.987	-3.016	-2.671	-1.856	138.462	28.258	10.539	24.76	
1115	1.0	113.067	92.233	0	0	0	0	0.954	0	0	0	0	-1.99	0	0	0	0	113.067	0	0	0	0	4.0	4.763	5.487	2.633	457.225	0.747	0.559	3.013	2.251	-0.347	2.538	-2.892	0.832	8.387	13.298	23.703	590.024	4.0	129.698	41.258	21.937	261.849	2.268	2.29	2.164	2.241	0.801	0.88	0.962	0.822	169.304	55.083	26.687	334.017	4.0	41.258	261.849	23.832	130.005	2.29	2.241	2.205	2.268	0.88	0.822	1.018	0.799	55.083	334.017	30.146	169.779	
1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	24.887	38.402	15.63	2.49	2.615	2.926	2.769	0.051	-0.092	0.816	-2.215	-1.67	51.357	184.219	47.94	63.775	4.0	6.531	11.627	18.717	22.021	2.367	2.973	2.947	2.652	1.134	0.768	0.475	-0.03	9.579	69.43	97.051	47.467	4.0	5.599	8.962	22.682	30.236	0.893	2.283	2.642	2.96	-2.19	1.26	-0.027	0.591	7.671	12.489	48.189	167.25	
1117	2.0	626.413	546.395	7.728	0	0	0	2.057	1.968	0	0	0	0.394	2.793	0	0	0	618.033	8.38	0	0	0	4.0	16.744	49.356	268.925	266.386	2.58	2.217	1.047	0.871	0.08	2.759	-2.802	-2.54	40.933	68.738	313.023	370.579	4.0	101.992	161.91	40.076	269.509	1.05	1.038	2.042	0.942	-2.863	-2.743	2.601	-2.557	117.744	188.332	45.159	333.583	4.0	106.363	161.91	41.539	270.029	1.064	1.038	2.032	0.94	-2.877	-2.743	2.58	-2.556	122.456	188.332	46.987	334.634	
1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	208.921	29.308	47.645	156.732	2.835	2.608	0.247	0.345	-1.716	3.042	1.934	0.973	696.358	63.282	198.058	469.907	4.0	19.981	48.044	153.533	207.34	2.708	0.256	0.345	2.834	3.076	1.842	1.006	-1.732	47.568	190.222	453.829	684.603	4.0	19.981	48.044	153.533	207.801	2.708	0.256	0.345	2.834	3.076	1.842	1.006	-1.731	47.568	190.222	453.829	685.607	
1119	2.0	90.01	32.826	16.389	0	0	0	0.484	0.998	0	0	0	-2.4	1.58	0	0	0	70.512	19.498	0	0	0	4.0	50.252	207.231	2.353	3.874	1.126	1.482	0.07	3.047	1.548	1.043	-3.119	-1.94	55.895	208.494	42.03	54.862	4.0	3.753	30.693	176.641	50.252	2.102	1.491	1.48	1.126	2.615	1.118	1.03	1.548	4.845	30.916	177.577	55.895	4.0	4.419	4.552	50.252	207.702	2.168	2.187	1.126	1.483	-2.793	2.647	1.548	1.042	5.754	6.183	55.895	209.069	
1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	9.506	27.699	45.051	7.871	2.574	2.809	1.416	0.175	-2.873	-0.475	2.818	-0.198	18.686	90.443	46.796	58.455	4.0	5.32	14.31	30.803	19.738	2.646	1.539	1.36	2.693	-2.733	2.741	2.854	-0.582	11.236	14.777	32.02	45.802	4.0	5.312	8.237	25.089	47.239	0.612	2.561	2.743	1.382	-0.739	-2.714	-0.69	2.836	9.597	15.531	65.532	50.345	
1121	1.0	191.022	75.307	0	0	0	0	0.405	0	0	0	0	-1.422	0	0	0	0	191.022	0	0	0	0	4.0	234.822	39.311	6.082	1.735	1.643	1.535	0.207	3.108	-1.479	-2.275	0.544	-2.028	236.187	40.316	38.803	63.599	4.0	64.797	171.998	27.329	13.753	1.657	1.645	1.447	1.635	-1.422	-1.497	-2.39	-2.054	65.729	172.962	28.048	13.983	4.0	64.797	171.998	27.329	13.753	1.657	1.645	1.447	1.635	-1.422	-1.497	-2.39	-2.054	65.729	172.962	28.048	13.983	
1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	13.806	12.104	89.081	32.753	0.124	0.546	2.827	2.4	2.515	0.156	-0.45	-2.809	118.543	26.503	293.113	53.414	4.0	7.292	10.239	17.841	80.546	0.098	2.52	2.32	2.833	1.696	-2.867	-2.529	-0.475	74.69	17.803	24.964	265.077	4.0	17.841	10.831	10.137	80.546	2.32	2.563	0.11	2.833	-2.529	-2.845	1.735	-0.475	24.964	20.187	92.178	265.077	
1123	2.0	214.584	91.295	2.729	0	0	0	0.463	0.273	0	0	0	-1.077	2.177	0	0	0	204.458	10.126	0	0	0	4.0	10.095	16.236	60.618	0.838	2.736	2.639	0.464	0.007	-2.149	1.037	2.242	1.869	28.792	41.303	138.24	132.15	4.0	30.817	25.227	8.569	10.335	0.422	0.477	2.264	0.121	2.265	2.257	1.209	2.359	75.297	55.101	11.453	85.512	4.0	6.09	8.92	10.335	56.043	2.139	2.3	0.121	0.445	1.958	1.203	2.359	2.261	7.845	12.384	85.512	130.398	
1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	10.281	134.03	51.382	50.992	2.872	2.955	0.406	0.554	-2.54	1.16	3.026	-0.742	41.851	731.642	136.256	101.733	4.0	16.547	25.506	41.77	126.601	0.493	0.56	0.397	2.954	-0.44	-0.942	3.071	1.224	35.176	48.507	108.085	680.141	4.0	18.162	26.257	45.209	128.33	0.508	0.547	0.398	2.954	-0.412	-0.947	3.105	1.22	37.832	51.019	117.273	686.397	
1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	13.938	13.249	62.917	9.541	1.479	0.304	0.113	3.006	-2.237	-1.473	2.047	-1.81	14.673	47.207	562.843	82.364	4.0	7.262	10.861	13.298	52.499	2.952	0.326	1.5	0.101	-1.674	-1.934	-2.267	2.063	38.616	34.068	13.829	520.674	4.0	7.262	11.054	14.765	54.369	2.952	0.319	1.418	0.102	-1.674	-1.912	-2.244	2.052	38.616	35.431	15.991	533.334	
1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	69.606	14.438	108.518	170.776	2.9	2.773	2.769	0.232	2.291	-1.598	1.993	-0.846	290.757	48.069	301.476	758.148	4.0	16.542	94.17	60.351	172.762	2.735	2.783	2.907	0.253	1.787	2.104	2.274	-0.865	41.939	268.619	260.127	689.503	4.0	18.952	94.17	60.351	172.762	2.748	2.783	2.907	0.253	1.696	2.104	2.274	-0.865	49.75	268.619	260.127	689.503	
1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	34.51	20.134	122.134	11.422	0.685	0.381	1.304	2.757	-2.412	2.267	3.102	-0.191	60.085	66.766	135.0	43.674	4.0	9.676	10.239	33.121	119.044	0.592	1.035	0.74	1.209	2.972	1.732	-2.645	3.106	17.545	12.683	50.6	127.968	4.0	9.676	11.403	33.121	119.044	0.592	0.991	0.74	1.209	2.972	1.788	-2.645	3.106	17.545	14.628	50.6	127.968	
1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	10.81	38.57	106.925	13.459	2.433	3.011	0.489	0.194	-0.807	3.107	-2.364	0.328	21.207	303.94	229.717	77.904	4.0	5.298	56.868	42.221	33.04	2.203	0.478	0.512	3.014	1.26	-2.359	-2.37	-2.989	6.784	123.639	86.22	259.351	4.0	7.71	57.911	47.074	34.036	2.411	0.474	0.537	3.012	1.237	-2.345	-2.374	-2.978	12.217	127.051	93.018	263.101	
1129	1.0	7.421	4.903	0	0	0	0	0.722	0	0	0	0	-2.044	0	0	0	0	7.421	0	0	0	0	4.0	7.233	76.543	10.595	19.09	0.485	0.65	2.517	2.436	0.794	-2.034	-1.136	3.115	19.651	131.35	23.057	37.506	4.0	4.625	8.59	20.551	62.253	0.75	0.962	2.221	0.619	-2.915	-2.245	-2.774	-2.014	7.063	10.873	26.261	107.41	4.0	4.625	62.266	8.59	20.551	0.75	0.619	0.962	2.221	-2.915	-2.014	-2.245	-2.774	7.063	107.454	10.873	26.261	
1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	86.991	194.649	139.392	0.689	0.83	0.514	1.638	3.128	-1.73	-1.475	1.702	-0.311	118.72	401.894	141.306	62.071	4.0	150.501	44.214	85.394	134.73	0.522	0.56	0.83	1.657	-1.487	-1.455	-1.713	1.693	301.799	83.224	116.054	135.29	4.0	150.501	44.214	87.165	137.239	0.522	0.56	0.829	1.647	-1.487	-1.455	-1.729	1.69	301.799	83.224	119.1	138.201	
1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	10.03	43.724	160.031	4.613	2.549	2.44	2.13	0.205	-0.01	-2.544	2.634	0.016	20.043	79.106	193.967	32.822	4.0	30.555	53.763	15.657	72.373	1.949	2.164	2.099	2.182	2.734	2.718	-2.884	2.574	32.966	64.889	18.75	89.073	4.0	15.657	15.372	72.373	84.316	2.099	1.964	2.182	2.092	-2.884	-2.244	2.574	2.724	18.75	18.039	89.073	97.855	
1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	153.997	12.268	2.979	70.262	2.498	2.529	0.109	2.238	1.548	-0.68	-0.041	2.459	256.865	26.571	31.84	106.401	4.0	80.495	72.334	43.898	22.042	2.505	2.487	2.162	2.232	1.562	1.537	2.313	2.07	135.502	118.889	53.001	28.223	4.0	7.496	43.898	22.042	153.997	1.874	2.162	2.232	2.498	-3.069	2.313	2.07	1.548	9.117	53.001	28.223	256.865	
1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	44.31	144.294	4.383	190.572	2.14	2.085	0.165	2.824	2.92	-2.273	0.141	0.59	53.906	173.203	33.646	620.003	4.0	6.061	43.15	132.866	183.012	2.598	2.131	1.985	2.821	-2.663	2.918	-2.246	0.627	11.919	52.036	145.965	580.454	4.0	6.061	47.352	132.866	185.54	2.598	2.154	1.985	2.821	-2.663	2.965	-2.246	0.622	11.919	58.671	145.965	588.521	
1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	42.031	93.025	36.647	3.373	2.783	2.828	2.979	0.103	0.861	0.071	2.889	3.007	123.366	305.867	228.609	47.547	4.0	6.87	31.101	31.225	87.614	2.285	2.815	2.997	2.834	1.176	0.681	2.8	0.148	9.447	96.923	216.63	289.257	4.0	6.87	33.154	87.614	31.225	2.285	2.818	2.834	2.997	1.176	0.731	0.148	2.8	9.447	104.546	289.257	216.63	
1135	1.0	631.025	112.074	0	0	0	0	0.179	0	0	0	0	2.137	0	0	0	0	631.025	0	0	0	0	4.0	50.368	5.064	43.505	3.472	2.362	2.849	1.571	0.18	-0.042	-3.136	-1.859	0.235	73.414	20.741	47.509	25.858	4.0	3.59	28.722	20.094	36.03	1.11	2.363	2.301	1.512	-2.407	-0.045	-0.109	-1.855	4.197	41.075	27.202	36.486	4.0	4.202	16.771	22.102	49.54	1.109	1.458	1.618	2.349	-2.493	-1.787	-1.904	-0.078	4.973	17.374	22.82	70.168	
1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	67.818	2.562	48.642	13.714	0.67	2.844	0.505	0.253	-1.805	-0.943	-0.852	0.212	110.143	11.995	102.409	59.333	4.0	6.619	7.604	38.303	70.141	0.332	0.255	0.502	0.658	-0.32	0.011	-0.806	-1.763	20.337	30.18	79.839	114.893	4.0	27.938	13.644	14.03	70.141	0.527	0.418	0.282	0.658	-0.806	-0.927	-0.143	-1.763	55.683	33.758	50.517	114.893	
1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	71.214	17.307	91.621	6.318	0.434	0.345	0.584	3.019	2.473	-1.253	1.502	1.541	170.818	60.616	169.316	64.323	4.0	9.595	9.175	65.49	68.069	0.404	0.454	0.659	0.423	1.718	1.398	1.514	2.446	24.454	20.974	107.202	165.88	4.0	9.595	11.96	70.246	68.069	0.404	0.429	0.676	0.423	1.718	1.256	1.517	2.446	24.454	29.018	113.282	165.88	
1138	1.0	42.064	26.97	0	0	0	0	2.446	0	0	0	0	3.139	0	0	0	0	42.064	0	0	0	0	4.0	43.503	7.459	128.423	70.521	1.496	2.985	1.942	0.173	-2.303	-2.806	0.164	-0.013	45.933	58.052	143.881	418.244	4.0	24.949	38.362	41.765	120.057	0.241	1.55	0.183	1.993	0.248	-2.345	-0.24	0.219	104.509	38.406	229.79	131.851	4.0	24.949	47.169	41.353	120.057	0.241	0.175	1.501	1.993	0.248	-0.328	-2.362	0.219	104.509	271.51	42.318	131.851	
1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	8.162	70.014	28.695	53.844	0.669	0.112	2.52	2.638	-3.088	-0.181	-0.846	2.752	15.467	635.623	50.852	114.176	4.0	14.199	34.258	26.402	60.05	2.638	2.649	2.479	0.098	2.495	2.853	-0.797	-0.222	29.484	72.469	43.331	611.303	4.0	14.199	38.075	26.402	60.05	2.638	2.633	2.479	0.098	2.495	2.844	-0.797	-0.222	29.484	78.594	43.331	611.303	
1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	8.309	7.997	17.414	103.897	0.583	0.495	2.839	2.51	-2.833	0.313	0.596	-2.012	17.531	20.533	60.953	188.143	4.0	3.676	35.863	53.879	7.255	1.584	2.478	2.446	2.889	-1.267	-1.937	-2.006	0.736	3.807	58.317	84.294	29.116	4.0	5.289	38.205	53.879	9.927	0.87	2.512	2.446	2.914	-0.47	-1.927	-2.006	0.627	7.377	65.347	84.294	44.223	
1141	1.0	135.119	17.162	0	0	0	0	3.014	0	0	0	0	1.74	0	0	0	0	135.119	0	0	0	0	4.0	10.829	24.842	9.813	8.419	0.346	0.283	1.573	2.972	0.589	-0.692	2.713	-0.514	34.952	93.093	12.404	61.872	4.0	3.792	8.148	9.209	7.142	0.822	0.294	0.392	0.334	0.699	-0.347	-0.316	-0.864	5.378	28.116	24.241	21.837	4.0	7.142	11.837	6.25	9.972	0.334	0.427	1.763	0.265	-0.864	-0.416	-1.151	-0.291	21.837	29.016	7.213	38.173	
1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	5.843	7.374	30.486	53.807	0.344	0.604	2.867	2.976	-2.871	0.353	-2.526	1.725	19.628	16.663	116.168	330.592	4.0	11.122	19.381	22.044	24.052	3.002	2.97	2.958	2.842	1.85	1.768	1.879	-2.429	80.065	113.322	120.544	81.7	4.0	11.122	19.381	22.774	24.593	3.002	2.97	2.956	2.845	1.85	1.768	1.893	-2.414	80.065	113.322	123.293	84.284	
1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	17.092	10.299	78.358	93.682	2.233	2.61	2.376	0.151	-1.183	-2.124	1.704	-3.056	22.841	25.079	118.314	633.501	4.0	29.517	41.794	15.748	93.203	2.291	2.398	2.498	0.158	1.738	1.759	-1.218	-3.067	39.344	62.036	26.734	593.205	4.0	41.794	35.224	23.408	93.203	2.398	2.27	2.398	0.158	1.759	1.781	-1.21	-3.067	62.036	47.257	36.13	593.205	
1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	9.471	35.505	35.437	108.524	0.658	0.829	1.871	2.994	-0.704	2.891	0.67	0.94	17.042	60.642	37.851	748.22	4.0	94.802	13.487	27.091	34.512	2.986	2.995	0.974	1.884	0.987	0.688	2.807	0.674	611.456	92.439	33.426	36.875	4.0	9.629	27.091	38.485	107.766	1.149	0.974	1.918	2.988	-2.409	2.807	0.72	0.95	11.625	33.426	42.663	703.894	
1145	1.0	498.401	292.647	0	0	0	0	2.514	0	0	0	0	-2.188	0	0	0	0	498.401	0	0	0	0	4.0	213.39	37.779	6.749	18.726	2.144	1.738	0.363	2.835	1.668	2.443	-0.101	-1.968	254.317	39.848	26.327	74.224	4.0	23.838	9.569	15.399	213.547	1.715	1.911	2.518	2.145	2.457	2.336	-2.199	1.667	24.194	10.448	26.432	254.688	4.0	4.315	17.021	37.779	214.034	1.923	2.556	1.738	2.145	-1.168	-2.142	2.443	1.664	5.0	31.152	39.848	255.626	
1146	1.0	610.691	424.319	0	0	0	0	2.373	0	0	0	0	2.281	0	0	0	0	610.691	0	0	0	0	4.0	104.425	5.105	29.296	5.577	0.659	0.106	0.657	3.032	2.204	2.224	-0.921	2.831	174.371	51.632	54.973	69.424	4.0	8.041	9.012	9.764	99.954	2.382	0.642	0.699	0.652	2.273	-1.052	-0.473	2.214	11.735	15.404	15.289	165.309	4.0	9.314	9.921	12.255	102.069	2.348	0.576	0.618	0.646	2.225	-1.084	-0.383	2.213	13.302	18.806	21.554	170.85	
1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	21.393	135.901	11.474	12.212	0.559	0.202	2.709	2.809	1.257	0.162	0.725	-2.403	42.341	689.859	32.539	44.091	4.0	5.803	14.236	17.642	114.815	0.389	0.454	0.526	0.193	-0.055	0.453	1.054	0.191	15.342	32.687	35.249	599.627	4.0	5.736	18.391	22.896	114.815	2.526	0.528	0.437	0.193	-0.139	1.082	0.22	0.191	10.441	36.827	55.208	599.627	
1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	142.281	54.319	158.742	148.542	0.689	0.474	0.704	2.467	2.347	2.321	2.129	-0.805	224.39	129.0	248.676	256.467	4.0	28.371	133.654	199.171	147.266	0.813	0.696	0.642	2.399	1.681	2.224	2.326	-0.811	39.637	208.485	333.756	217.786	4.0	133.654	28.371	201.296	151.676	0.696	0.813	0.645	2.403	2.224	1.681	2.327	-0.811	208.485	39.637	336.133	226.211	
1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	52.343	2.11	58.742	2.511	0.773	0.027	0.815	3.1	3.094	-0.461	1.553	-1.105	78.238	86.293	81.635	79.395	4.0	18.142	40.748	20.181	25.992	0.772	0.837	0.774	0.743	1.446	1.6	3.136	2.942	26.131	55.504	28.969	38.766	4.0	6.276	20.181	32.138	58.742	0.976	0.774	0.703	0.815	-2.441	3.136	2.913	1.553	8.171	28.969	51.143	81.635	
1150	1.0	275.108	139.721	0	0	0	0	2.609	0	0	0	0	-1.625	0	0	0	0	275.108	0	0	0	0	4.0	6.968	214.167	44.398	5.76	0.46	0.371	0.88	2.855	-0.047	1.619	1.509	-1.616	17.847	595.355	59.039	24.725	4.0	6.907	42.429	5.747	202.336	0.642	0.85	0.376	0.369	1.69	1.494	1.149	1.594	11.62	56.593	15.727	561.261	4.0	3.274	7.901	42.429	207.182	0.797	0.626	0.85	0.369	-0.249	1.783	1.494	1.585	4.882	13.732	56.593	575.214	
